ProviderId,reference,price
292,MUL0720ORL,183399.0
292,CHO4119TAU,477299.0
292,CHO4140TAU,850599.0
292,CHO4157TAU,968899.0
292,CHO4171TAU,1089099.0
292,CHO4225TAU,362699.0
292,CHO9789IDL,139999.0
292,CHO4560TAU,866099.0
292,CON0006TAU,647099.0
292,CON0007TAU,802999.0
292,CON0009TAU,815999.0
292,CON0010TAU,1258699.0
292,CON0011TAU,387599.0
292,ASP9020DAE,147799.0
292,LAV6576GAF,529999.0
292,MCA0501SNY,1007099.0
292,MOT5450PET,321999.0
292,JGO0090AIM,231999.0
292,PLA3121ORL,653299.0
292,PLA3120ORL,653299.0
292,CAM0072ORL,190199.0
292,CON2023PBD,141799.0
292,JGO0110AIM,315599.0
292,JGO0130AIM,338199.0
292,JGO0060AIM,430199.0
292,MES0116ORL,97599.0
292,CON1202MDA,76999.0
292,CAL0021PBD,150699.0
292,TER0085SHE,420799.0
292,CAL2200LIL,170299.0
292,HEL2958SSG,1107599.0
292,PAV4121BKF,50999.0
292,HEL1691CNQ,675199.0
292,TOS0021MDA,36799.0
292,CHI3405ORL,270999.0
292,MCA2706PHI,292299.0
292,TOS0500OST,75199.0
292,PAV4695PHI,53099.0
292,VAL1010DEL,175399.0
292,VEN4530CRI,179999.0
292,BAH0542ORL,411399.0
292,ESC1220ORL,104999.0
292,FEE1351INE,729999.0
292,AUR0100SSG,43499.0
292,CHI3404ORL,270999.0
292,AUR0500SSG,25299.0
292,CAF2180ATM,22399.0
292,COR1620PHI,19099.0
292,MOU0174LOG,14999.0
292,PLA3151ORL,480099.0
292,BIB1454ORL,102499.0
292,PLA3584ORL,325699.0
292,MUL0705ORL,136599.0
292,COC2010ESC,416399.0
292,PLA0515PHI,93499.0
292,CAL0100LIL,130199.0
292,HEL3878SSG,1265299.0
292,VEN2003LIL,133199.0
292,VEN7760LIL,100599.0
292,LIC0110LIL,62999.0
292,SEC0003PHI,37699.0
292,VEN8477LIL,125799.0
292,TER0080ESC,312699.0
292,VEN1023AUV,425399.0
292,VEN0015CRI,89099.0
292,TUR2222LIL,108099.0
292,JGO0050AIM,538699.0
292,TER8500SNL,382799.0
292,COR2828WAH,41499.0
292,CAR6220EPS,25899.0
292,CAL0510LIL,57499.0
292,VEN1819LIL,110999.0
292,TOS1302SML,38499.0
292,CAL0321CRI,52099.0
292,CHO0112IDL,106999.0
292,ALM7046NTV,15999.0
292,AUR0111JBL,15099.0
292,BAT2603OST,86399.0
292,BIC9152SIA,99999.0
292,CAL1574CRI,81499.0
292,CED4000SEV,232199.0
292,CHO7040IDL,214899.0
292,SOP3771AVO,97699.0
292,CHO7040KIN,299999.0
292,CHO7058KIN,619999.0
292,COC2011ESC,416399.0
292,PLA2114GAM,54999.0
292,PLA8401PHI,34599.0
292,SOM0016KIN,225699.0
292,SOP2343AVO,34999.0
292,BAT5035SML,74999.0
292,CAL3064CRI,26599.0
292,ALA3037PLA,108899.0
292,CED0360SEV,208899.0
292,TER5501SAI,448199.0
292,COC2106ESC,373199.0
292,ASP9015DAE,113699.0
292,BIB1462ORL,89899.0
292,BIB1463ORL,89899.0
292,BME0644ORL,70999.0
292,CED5052PET,334999.0
292,CMP0994LIL,279999.0
292,CED5002PET,329999.0
292,ENV2200TSA,736999.0
292,ESC1213ORL,108599.0
292,ESC1230ORL,73199.0
292,ESC1254ORL,106199.0
292,HOR4086TBL,2097499.0
292,LIC7607TBL,340099.0
292,CAL0013CRI,30399.0
292,CMP0993LIL,232999.0
292,CAL2516VLN,188599.0
292,CAN0945SLP,5099.0
292,CEP0880PHI,75799.0
292,VAP9300LIL,126199.0
292,AUR1010PHI,15299.0
292,LIC2803OST,120899.0
292,PAR6094PHI,44799.0
292,COR9128WAH,37799.0
292,TUR1890LIL,85699.0
292,DEP7200PHI,146499.0
