ProviderId,SKU,PRICE
292,KIT1631SSG,469999.0
292,COV0003FPH,41799.0
292,COV0002FPH,41799.0
292,COC5641ESC,637599.0
292,COC5640ESC,637599.0
292,COC3065ESC,468099.0
292,COC3064ESC,468099.0
292,COC2011ESC,479099.0
292,BOT0242ORL,150999.0
292,BAT2603OST,96599.0
292,TER0080ESC,348699.0
292,COV0001FPH,41799.0
292,KIT5627SSG,1199999.0
292,VEN7685LIL,108399.0
292,HEL1886CNQ,808999.0
292,SET5016WOR,121399.0
292,KIT2426MOT,390599.0
292,KIT3627SSG,1152599.0
292,PLA2303DEL,331899.0
292,CAS0320HTL,40799.0
292,IMP0520HEW,494599.0
292,IMP0580HEW,531999.0
292,IMP2102HEW,381899.0
292,TEL3230NOB,299699.0
292,MCA0130SNY,1002899.0
292,CON1524ATM,272699.0
292,HEL3705DRE,971999.0
292,LSR1416CAN,1578999.0
292,CON0001SEV,150899.0
292,LVJ1601CAN,1000099.0
292,LSR1016CAN,1263199.0
292,CON0011SEV,110999.0
292,HEL4420CAN,1684299.0
292,HOR0071SML,259999.0
292,EST0011SEV,50299.0
292,CAL0111SEV,53799.0
292,CAL1111SEV,60699.0
292,CAL0011SEV,38199.0
292,CAL0001SEV,36399.0
292,BAT7923PHI,306499.0
292,COC2007ESC,416099.0
292,HEL2958SSG,1235099.0
292,CAL1080LIL,57399.0
292,VAS0004STA,53199.0
292,VAS0381STA,134699.0
292,COV0008FPH,34299.0
292,SAB0014FPH,78699.0
292,GEN7000DAE,2030199.0
292,SAB0011FPH,42099.0
292,SAB0013FPH,78699.0
292,COV0007FPH,34299.0
292,SAB0012FPH,42099.0
292,COV0009FPH,34299.0
292,MQC3335SIN,509299.0
292,PLA6969GAM,78999.0
292,BOT0157STA,115299.0
292,PLA2119GAM,94999.0
292,ACO0005FPH,45899.0
292,CAL0011WHB,86099.0
292,BOM0011STA,41199.0
292,COR0990GAM,58599.0
292,BIC2933NRD,386299.0
292,ACO0009FPH,31099.0
292,TEL6583LGL,1489899.0
292,MCA2208PHI,97599.0
292,SOP6010AVO,65999.0
292,TEL5073PHI,687199.0
292,PAR0080SNY,1814699.0
292,JUE2501SNY,124799.0
292,JUE2502SNY,127399.0
292,TEL6566TCL,1555099.0
292,NOT1504ASU,1501799.0
292,TEL5537PHI,837799.0
292,TEL3210PHI,331999.0
292,TAB1100TCL,460599.0
292,TEL5569TCL,916799.0
292,SWA0030GRH,44399.0
292,TEL4310PHI,521299.0
292,JUE2503SNY,113099.0
292,AUR1111SNY,69699.0
292,JUE2509SNY,106899.0
292,ACC4511SSG,145599.0
292,TEL7008PHI,1698399.0
292,PRO5000ETX,145599.0
292,RAD3200LIL,531899.0
292,PAN8188LIL,124399.0
292,COC5311PBD,472799.0
292,FRE0050SML,84999.0
292,LIC1010SML,76999.0
292,CON0000PBD,217499.0
292,PLA1000ETX,81899.0
292,CAL2002PLO,147699.0
292,EST0001PBD,248599.0
292,HEL0070ETX,1706399.0
292,COC5656ETX,1506699.0
292,FEE2721INE,940499.0
292,FRE0051SML,64999.0
292,CAL2900ESK,451299.0
292,CAL4800ESK,577499.0
292,CAL0001WHB,34399.0
292,FRE0110SML,325699.0
292,CAL2024ATM,113399.0
292,FRE0075SML,299999.0
292,CAL1524ATM,72699.0
292,CAL0100WHB,27699.0
292,CAL2200LIL,191299.0
292,ANA5703ECK,40699.0
292,KIT3625SSG,1188199.0
292,KIT6057ZTE,239999.0
292,KIT0150MOT,218299.0
292,KIT3626SSG,1188199.0
292,KIT1630SSG,469999.0
292,KIT5625SSG,1128199.0
292,KIT0015MOT,340299.0
292,KIT0017MOT,340299.0
292,KIT0151MOT,218299.0
292,KIT1451XIA,1703299.0
292,KIT6056ZTE,359999.0
292,KIT0016MOT,340299.0
292,DEP0010GAM,95099.0
292,CAL0450LIL,62199.0
292,TOS9000ATM,112299.0
292,SET9099WOR,41499.0
292,SET9111WOR,125099.0
292,SET6816WOR,207499.0
292,SET4161WOR,79099.0
292,SET9027WOR,218299.0
292,SET9110WOR,60399.0
292,SET9026WOR,200199.0
292,SET9002WOR,127399.0
292,SET1009WOR,43699.0
292,HER4061WOR,26999.0
292,SET0316WOR,96599.0
292,HAC4012WOR,28999.0
292,TAL2032WOR,71499.0
292,SET9100WOR,49399.0
292,PIN4005WOR,74899.0
292,SET9036WOR,202099.0
292,SET9073WOR,92399.0
292,TEL6593SSG,5050699.0
292,TEL9881SSG,11974699.0
292,TEL7793SSG,8868499.0
292,LAV8022PLO,607699.0
292,TEL5591SSG,4153599.0
292,PUF0186KAB,27099.0
292,PLA2302DEL,250899.0
292,PUF0831KAB,56599.0
292,PLA8012GAM,99999.0
292,PUF0150KAB,45199.0
292,COL0991KAB,40299.0
292,HID1200ADV,187099.0
292,SEC8020GAM,95199.0
292,TAB0351LEN,674899.0
292,NIV0250HAM,298499.0
292,NIV0050HAM,109899.0
292,PIN0080HAM,43699.0
292,NIV0150HAM,165199.0
292,SER0012HAM,19899.0
292,TAL0011HAM,279599.0
292,TAL0112HAM,96999.0
292,TAL0005HAM,191899.0
292,TAL0125HAM,130199.0
